mode,workload,input_len,output_len,max_concurrency,repeats,completed_min,duration,request_throughput,input_throughput,output_throughput,total_throughput,median_ttft_ms,p95_ttft_ms,p99_ttft_ms,median_tpot_ms,p95_tpot_ms,p99_tpot_ms,median_itl_ms,p95_itl_ms,p99_itl_ms,median_e2e_latency_ms,p95_e2e_latency_ms,p99_e2e_latency_ms,output_throughput_vs_bf16,total_throughput_vs_bf16,median_ttft_ms_speedup_vs_bf16,median_tpot_ms_speedup_vs_bf16,p99_e2e_latency_ms_speedup_vs_bf16
nvfp4_online,balanced,1024,256,32,3,320,26.362336506979773,12.138529523560091,12429.854232125534,3107.4635580313834,15537.317790156918,671.067695991951,832.9330336346175,844.0445001350599,7.683402113730599,8.3475347115503,8.990961639990108,7.014839007752016,7.082616079424042,7.1641251543769595,2630.439803004265,2641.486754048674,2643.094083965698,1.301112838534236,1.301112838534236,1.187127369961749,1.353164554211377,1.3125922420083955
nvfp4_offline,balanced,1024,256,32,3,320,28.156412570009707,11.365084213208405,11637.846234325407,2909.4615585813517,14547.307792906759,819.2614479921758,842.343033994257,850.2319060076843,7.817644333380147,9.090485702766397,9.703557038683144,7.782973989378661,7.943358999909833,8.033451804658398,2808.377826004289,2834.7864394658245,2837.070211894752,1.2182082641993106,1.2182082641993106,0.9723914520347643,1.329928422512113,1.2228477021704263
bf16,prefill,4096,32,1,3,64,19.18950366502395,3.3351566104677635,13660.80147647596,106.72501153496843,13767.526488010928,166.21784900780767,174.28932730399535,246.06506531476032,4.3073251290479675,4.3132824925593125,4.315731443085467,4.310964024625719,4.3668194994097576,4.665201492025517,299.48171399882995,300.757908335072,301.14613420155365,1.0,1.0,1.0,1.0,1.0
nvfp4_online,prefill,4096,32,1,3,64,20.439020303019788,3.131265542631916,12825.663662620327,100.2004973642213,12925.864159984549,172.9093249887228,173.81579410139238,174.31326124991756,4.712274371300854,4.717638754734634,4.719694194763208,4.713823000201955,4.772883020632435,5.054449668386951,319.005555997137,319.96802858921,320.4587192420149,0.9388661188515368,0.9388661188515368,0.9613006644878664,0.914065011850934,0.9397345621110215
nvfp4_offline,prefill,4096,32,1,3,64,19.241289513010997,3.3261803974584487,13624.034907989806,106.43777271867036,13730.472680708477,170.1114010065794,176.09435901249526,205.52219643868736,4.206565097011926,4.212806559348059,4.214304620944595,4.207408986985683,4.270511401409749,4.551888660644181,300.20622251322493,301.12558000546414,301.37293108797166,0.9973086082431206,0.9973086082431206,0.9771117516184519,1.0239530423783565,0.9992474543563045
bf16,prefill,4096,32,4,3,64,10.334055917977821,6.193115317739019,25367.00034145902,198.1796901676486,25565.18003162667,484.7437955177156,518.2983452643384,563.7712749352794,5.10953682204408,10.25220629662433,10.296889970448964,5.060279989265837,5.982388608390464,6.7840246798004955,643.5046770056942,648.2918491485179,649.7823196253739,1.0,1.0,1.0,1.0,1.0
nvfp4_online,prefill,4096,32,4,3,64,10.582846648991108,6.047522195372764,24770.65091224684,193.52071025192845,24964.17162249877,504.7914544993546,507.29837509279605,508.25945954275085,5.0021679189446715,10.35165775669626,10.373499146916137,4.907776994514279,5.824445458711125,6.8020726143731745,659.7158274817048,661.498116592702,662.2705867871991,0.9764911333155334,0.9764911333155333,0.9602852647307154,1.0214644739719294,0.9811432556254563
nvfp4_offline,prefill,4096,32,4,3,64,10.313991468021413,6.205163170672804,25416.348347075804,198.56522146152972,25614.913568537333,498.24529599573,505.56001836812356,574.1069819399853,4.682831677435447,9.961166276010657,9.98647584715077,4.610289994161576,5.490325995197054,6.5210429893340915,643.3151304954663,647.2108127360116,648.5864029292134,1.0019453622798329,1.0019453622798329,0.9729019007574734,1.0911211792353637,1.001843881849449
bf16,prefill,4096,32,16,3,160,16.91920200298773,9.456710781734616,38734.68736198499,302.6147450155077,39037.3021070005,1134.8207815026399,1479.385628507589,1565.0934105960187,17.71128364517579,43.682075522027,43.91703383730454,7.455201994162053,10.645199989085086,649.2033864615952,1685.000477504218,1714.3115251965355,1717.0855487821973,1.0,1.0,1.0,1.0,1.0
nvfp4_online,prefill,4096,32,16,3,160,17.1405173940002,9.334607370487298,38234.55178951597,298.70743585559353,38533.25922537157,1015.6662469962612,1517.65194520558,1520.2139674429782,22.372232048749744,43.982728241826415,44.141661716585666,5.993527505779639,9.135980404971635,747.4908406298836,1709.3345600005705,1714.441840100335,1715.4764903214527,0.9870881732490796,0.9870881732490797,1.117316623308855,0.7916636840965349,1.0009379659061624
nvfp4_offline,prefill,4096,32,16,3,160,17.05050181900151,9.383888034409166,38436.405388939944,300.2844171010933,38736.68980604104,1176.510638993932,1522.1168847070658,1610.5946053247314,16.838080822884468,43.802336764553814,43.950321817274904,6.03973850957118,9.143843462516086,674.5433736869019,1700.236627002596,1705.0293673062697,1706.33782642195,0.9922993576724262,0.992299357672426,0.9645648274571131,1.0518588092952115,1.0062987072042964
bf16,prefill,4096,32,32,3,320,30.925287750025745,10.347518916771715,42383.43748309695,331.1206053366949,42714.55808843364,1956.7782369995257,2802.33728265448,2909.8313445516396,36.460538870737615,83.75206382014797,89.0538551559345,9.799019491765648,15.391946949239355,1484.2466585082002,3087.465271484689,3097.2699364094296,3098.935852398863,1.0,1.0,1.0,1.0,1.0
nvfp4_online,prefill,4096,32,32,3,320,31.101189139008056,10.288995657681985,42143.72621386541,329.2478610458235,42472.97407491123,1690.8717790065566,2861.485860153334,2867.9773729585577,45.53678211279123,83.5969604141522,89.0260645668135,7.248670008266345,12.645964958937839,1693.5897381007078,3102.882909006439,3110.073110043595,3111.785494396463,0.9943442230393149,0.9943442230393149,1.1572599775419978,0.8006832538238553,0.995870653031599
nvfp4_offline,prefill,4096,32,32,3,320,31.129145252984017,10.279755431746878,42105.87824843521,328.9521738159001,42434.830422251114,1996.278373990208,2875.5210974399233,2957.9530096662347,35.07588687071186,83.63638712213404,89.05410624623688,7.723872986389324,12.956689004204234,1524.0010728908237,3105.230920991744,3113.7527462196886,3117.7646134444512,0.9934512335208198,0.99345123352082,0.9802131118057806,1.0394758942269804,0.9939608137944749
bf16,decode,128,1024,1,3,64,286.56361433898564,0.22333609990098838,28.587020787326512,228.6961662986121,257.2831870859386,165.2011694968678,169.5936916017672,211.26562477875243,4.213218519055372,4.237480633526259,4.242438802638188,4.212977015413344,4.246480599977076,4.2666633031331,4475.31261399854,4502.369467332028,4506.465555577015,1.0,1.0,1.0,1.0,1.0
nvfp4_online,decode,128,1024,1,3,64,312.36039075101144,0.20489153521073564,26.22611650697416,209.8089320557933,236.03504856276746,171.68235300050583,172.62357058934867,172.98610008350806,4.602314783478719,4.605985394086577,4.6100468162356405,4.602101500495337,4.636305005988106,4.657585988752544,4880.019536998589,4883.501451910706,4887.730050600076,0.9174134199601865,0.9174134199601867,0.962248982551987,0.9154563990668098,0.9219955907801717
nvfp4_offline,decode,128,1024,1,3,64,280.09365866601,0.22849499808317703,29.24735975464666,233.97887803717327,263.2262377918199,168.99309448490385,172.30878149275668,174.15667889174074,4.111338890513714,4.121228699559412,4.1261948525806265,4.110767971724272,4.144656006246805,4.16555241914466,4374.791348993313,4385.699930289411,4389.93450546026,1.0230992579546063,1.0230992579546063,0.9775616571813543,1.0247801583023792,1.026545054367397
bf16,decode,128,1024,4,3,64,86.9293844239728,0.736229761939399,94.23740952824308,753.8992762259446,848.1366857541876,323.01712650223635,329.0889965093811,374.0943346093988,4.990677876353131,5.155451755804513,5.162008114171113,4.990579996956512,5.19323701155372,5.2439154038438565,5433.162763496512,5597.494972190179,5602.3590283616795,1.0,1.0,1.0,1.0,1.0
nvfp4_online,decode,128,1024,4,3,64,83.41818406898528,0.7672188110337332,98.20400781231785,785.6320624985428,883.8360703108607,336.0548725031549,338.3290984274936,338.4648809520877,4.766591913481598,4.771159728294838,4.773343812373516,4.764401994179934,4.803602991160005,4.826034011784941,5212.2657254949445,5218.5655042441795,5219.631690303213,1.0420915462758553,1.0420915462758555,0.9612035204137795,1.047011778423435,1.0733245870143442
nvfp4_offline,decode,128,1024,4,3,64,79.36577700500493,0.8063929115941757,103.21829268405449,825.7463414724359,928.9646341564903,334.72032949794084,339.78331646940205,342.31481706345215,4.532128807428345,4.574395777608524,4.578694940658121,4.529491008725017,4.597620986169204,4.620723002590239,4968.041271509719,5017.324178254057,5018.842654569307,1.0953006157615128,1.0953006157615128,0.9650358763291774,1.1011774131779322,1.1162651260368008
bf16,decode,128,1024,16,3,160,79.89469052499044,2.002636207095054,256.3374345081669,2050.699476065335,2307.036910573502,328.6029795126524,335.1020048503415,339.79019095771946,7.596753680343304,7.817343776417556,7.8183046261083975,7.552088005468249,7.95231190713821,8.093305168440565,8098.096920497483,8324.55003400828,8325.822038125189,1.0,1.0,1.0,1.0,1.0
nvfp4_online,decode,128,1024,16,3,160,62.702501880005,2.551732310557482,326.6217357513577,2612.9738860108614,2939.595621762219,345.34503500617575,347.4708566136542,348.00382126064505,5.788952214089732,5.792121024248017,5.793820971473192,5.78568599303253,5.854454007931054,5.893659950525033,6266.7813714942895,6271.347290228005,6271.975261743355,1.274186645341305,1.2741866453413049,0.9515207870493231,1.3122847450448052,1.3274641067080593
nvfp4_offline,decode,128,1024,16,3,160,64.4427374570223,2.482824385086156,317.801521291028,2542.412170328224,2860.2136916192517,340.38273949408904,347.6864301803289,349.02311897603795,5.9938540234600755,6.0705756459594316,6.071035745025081,5.9844719944521785,6.1107457368052565,6.15388155420078,6472.271676495438,6550.368349211931,6551.441256929829,1.2397780367147384,1.2397780367147382,0.9653926048102647,1.2674238729554381,1.270838234154736
bf16,decode,128,1024,32,3,320,106.67474260897143,2.999772881318279,383.9709288087397,3071.7674304699176,3455.7383592786573,357.66144101216923,366.3963376908214,374.98693681613076,9.985516480931384,10.732502971481036,10.734836392417911,9.997216999181546,10.7802647529752,10.980433699733114,10575.086559998454,11335.612645583751,11337.953005656309,1.0,1.0,1.0,1.0,1.0
nvfp4_online,decode,128,1024,32,3,320,74.67555366500164,4.285204250852111,548.5061441090702,4388.0491528725615,4936.555296981632,365.0037150073331,369.3522029425367,370.5969398279558,6.937276004891108,6.943068017197395,6.945721671861295,6.932988006155938,7.027739980549086,7.071963422349654,7462.028347494197,7469.104033849726,7471.01349341654,1.4285095640203724,1.4285095640203724,0.9798843855739486,1.4394002017349639,1.5175923608821371
nvfp4_offline,decode,128,1024,32,3,320,81.98671479901532,3.903071379118648,499.59313652718697,3996.7450922174958,4496.338228744683,363.9494959934382,370.41252166527556,375.9122943668626,7.633516936472941,7.77897804263049,7.780763284469222,7.6470079948194325,7.824032014468685,7.888672049739398,8175.745184504194,8322.52011980454,8323.816403534438,1.3011222960997655,1.3011222960997655,0.9827227265032885,1.308114800036742,1.362109933232311
